:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_sbqj_enih,:@computed_region_yeji_bk3q,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,cross_street_name,date,latitude,location,location_address,location_city,location_state,location_zip,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_persons_injured,number_of_persons_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,zip_code
,,,,,QUEENS,Unspecified,Unspecified,,,,73-07     COOK AVENUE                   ,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,,19:30,3752301,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11379
19,12421,20,15,4,MANHATTAN,Driver Inattention/Distraction,,,,,,2017-09-15T00:00:00.000,40.788418,POINT (-73.97077 40.788418),,,,,-73.97077,0,0,0,0,0,0,0,0,WEST 89 STREET,COLUMBUS AVENUE                 ,16:00,3752309,PASSENGER VEHICLE,,,,,10024
,,,,,BRONX,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,kossuth avenue,MOSHOLU PARKWAY NORTH           ,9:30,3750732,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10458
5,14784,66,68,3,,Unspecified,,,,,,2017-09-15T00:00:00.000,40.742302,POINT (-73.88175 40.742302),,,,,-73.88175,0,0,0,0,1,0,1,0,,BROADWAY                        ,8:45,3752318,PASSENGER VEHICLE,,,,,
35,10932,49,23,5,,Steering Failure,Unspecified,,,,,2017-09-15T00:00:00.000,40.807434,POINT (-73.92619 40.807434),,,,,-73.92619,0,0,0,0,0,0,0,0,,,10:13,3752348,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
35,10932,49,23,5,BRONX,Unspecified,,,,,340       JACKSON AVENUE                ,2017-09-15T00:00:00.000,40.80762,POINT (-73.911316 40.80762),,,,,-73.911316,0,0,1,0,0,0,1,0,,,11:21,3752361,SPORT UTILITY / STATION WAGON,,,,,10454
35,10932,49,23,5,BRONX,Alcohol Involvement,Unspecified,,,,515       EAST 137 STREET               ,2017-09-15T00:00:00.000,40.806698,POINT (-73.919304 40.806698),,,,,-73.919304,0,0,0,0,0,0,0,0,,,23:16,3752368,PASSENGER VEHICLE,,,,,10454
26,13827,5,42,2,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.646328,POINT (-73.91276 40.646328),,,,,-73.91276,0,0,5,0,0,0,5,0,,REMSEN AVENUE                   ,8:35,3752391,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
51,10090,23,11,4,MANHATTAN,Traffic Control Disregarded,Unspecified,,,,,2017-09-15T00:00:00.000,40.761856,POINT (-73.96343 40.761856),,,,,-73.96343,0,0,0,0,0,0,0,0,EAST 61 STREET,2 AVENUE                        ,22:28,3752406,TAXI,SPORT UTILITY / STATION WAGON,,,,10065
,,,,,,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.75834,POINT (-73.95775 40.75834),,,,,-73.95775,0,0,0,0,0,0,0,0,,,22:28,3752407,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
29,10931,6,29,5,BRONX,Unspecified,,,,,,2017-09-15T00:00:00.000,40.853813,POINT (-73.90734 40.853813),,,,,-73.90734,0,0,1,0,0,0,1,0,WEST BURNSIDE AVENUE,JEROME AVENUE                   ,14:10,3751399,PASSENGER VEHICLE,,,,,10453
29,11606,24,34,5,,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.861767,POINT (-73.9119 40.861767),,,,,-73.9119,0,0,0,0,0,0,0,0,,WEST FORDHAM ROAD               ,17:14,3751381,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
36,12423,18,18,4,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,,2017-09-15T00:00:00.000,40.80045,POINT (-73.954544 40.80045),,,,,-73.954544,0,0,0,0,0,0,0,0,,7 AVENUE                        ,1:45,3750494,SPORT UTILITY / STATION WAGON,,,,,
20,14191,22,67,3,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.780155,POINT (-73.8406 40.780155),,,,,-73.8406,0,0,0,0,0,0,0,0,,128 STREET                      ,8:00,3750498,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
42,10934,34,25,5,BRONX,Other Vehicular,Backing Unsafely,,,,620       CROTONA PARK SOUTH            ,2017-09-15T00:00:00.000,40.83496,POINT (-73.89947 40.83496),,,,,-73.89947,0,0,0,0,0,0,0,0,,,9:51,3751332,SPORT UTILITY / STATION WAGON,,,,,10456
,,,,,,Driver Inattention/Distraction,Unspecified,,,,1154      Shell Road                    ,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,,21:00,3751320,PASSENGER VEHICLE,,,,,
30,18182,36,57,2,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.71976,POINT (-73.94476 40.71976),,,,,-73.94476,0,0,0,0,0,0,0,0,,,19:46,3751312,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
38,18182,36,57,2,BROOKLYN,Turning Improperly,Unspecified,,,,,2017-09-15T00:00:00.000,40.72572,POINT (-73.95088 40.72572),,,,,-73.95088,0,0,0,0,0,0,0,0,LEONARD STREET,NORMAN AVENUE                   ,16:15,3751305,PASSENGER VEHICLE,,,,,11222
45,13826,21,35,2,BROOKLYN,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.58153,POINT (-73.96734 40.58153),,,,,-73.96734,0,0,0,0,0,0,0,0,WEST AVENUE,OCEAN PARKWAY                   ,16:45,3751303,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11224
,,,,,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,West 2 Street,Shore Parkway                   ,15:45,3751300,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11223
22,11271,28,32,5,BRONX,Passing or Lane Usage Improper,Unspecified,,,,2190      BOSTON ROAD                   ,2017-09-15T00:00:00.000,40.856434,POINT (-73.8695 40.856434),,,,,-73.8695,0,0,0,0,0,0,0,0,,,9:49,3750777,PASSENGER VEHICLE,TAXI,,,,10462
,,,,,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,van loon street,queens blvd                     ,4:00,3750472,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11373
25,13827,5,42,2,BROOKLYN,Unspecified,Unspecified,,,,10401     FOSTER AVENUE                 ,2017-09-15T00:00:00.000,40.65152,POINT (-73.90078 40.65152),,,,,-73.90078,0,0,0,0,0,0,0,0,,,13:20,3751283,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11236
8,13827,5,42,2,,Outside Car Distraction,Unspecified,Unspecified,,,,2017-09-15T00:00:00.000,40.62966,POINT (-73.887344 40.62966),,,,,-73.887344,0,0,0,0,0,0,0,0,,,9:10,3751284,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
33,16864,53,66,3,QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.74493,POINT (-73.957794 40.74493),,,,,-73.957794,0,0,0,0,0,0,0,0,48 AVENUE,CENTER BOULEVARD                ,22:25,3751274,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11109
32,12075,57,2,4,MANHATTAN,Driver Inattention/Distraction,,,,,100       KENMARE STREET                ,2017-09-15T00:00:00.000,40.72131,POINT (-73.997025 40.72131),,,,,-73.997025,0,0,0,0,1,0,1,0,,,7:05,3751258,PASSENGER VEHICLE,,,,,10012
32,11723,57,2,4,MANHATTAN,Unspecified,,,,,108       BOWERY                        ,2017-09-15T00:00:00.000,40.717922,POINT (-73.99511 40.717922),,,,,-73.99511,0,0,0,0,0,0,0,0,,,14:41,3751244,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10013
32,12076,70,2,4,MANHATTAN,Passing or Lane Usage Improper,Oversized Vehicle,,,,,2017-09-15T00:00:00.000,40.7171,POINT (-73.9986 40.7171),,,,,-73.9986,0,0,0,0,0,0,0,0,MULBERRY STREET,CANAL STREET                    ,21:30,3751238,PASSENGER VEHICLE,,,,,10013
32,11723,70,2,4,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.716194,POINT (-73.996086 40.716194),,,,,-73.996086,0,0,0,0,0,0,0,0,CANAL STREET,BOWERY                          ,20:00,3751240,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
32,12076,57,2,4,MANHATTAN,Driver Inattention/Distraction,Alcohol Involvement,,,,,2017-09-15T00:00:00.000,40.720043,POINT (-73.99907 40.720043),,,,,-73.99907,0,0,0,0,0,0,0,0,LAFAYETTE STREET,GRAND STREET                    ,15:55,3751231,TAXI,,,,,10013
,,,,,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,,17:00,3750815,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
3,14506,26,69,3,,Backing Unsafely,Backing Unsafely,,,,,2017-09-15T00:00:00.000,40.745804,POINT (-73.77585 40.745804),,,,,-73.77585,0,0,0,0,0,0,0,0,,201 STREET                      ,14:00,3750832,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
3,13832,22,67,3,,Turning Improperly,Unspecified,,,,,2017-09-15T00:00:00.000,40.765324,POINT (-73.816185 40.765324),,,,,-73.816185,0,0,0,0,0,0,0,0,149 PLACE,NORTHERN BOULEVARD              ,9:45,3750810,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
3,14190,22,67,3,,Traffic Control Disregarded,Unspecified,,,,,2017-09-15T00:00:00.000,40.744396,POINT (-73.82187 40.744396),,,,,-73.82187,0,0,0,0,0,0,0,0,,146 STREET                      ,8:00,3750813,PICK-UP TRUCK,PASSENGER VEHICLE,,,,
20,14191,22,67,3,QUEENS,Unspecified,,,,,15-06     132 STREET                    ,2017-09-15T00:00:00.000,40.784184,POINT (-73.83641 40.784184),,,,,-73.83641,0,0,0,0,0,0,0,0,,,10:50,3750821,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11356
20,14192,22,67,3,QUEENS,Traffic Control Disregarded,Unspecified,,,,,2017-09-15T00:00:00.000,40.777023,POINT (-73.8126 40.777023),,,,,-73.8126,0,0,0,0,0,0,0,0,24 AVENUE,MURRAY STREET                   ,11:45,3750820,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11357
3,13832,22,67,3,QUEENS,Backing Unsafely,,,,,,2017-09-15T00:00:00.000,40.75896,POINT (-73.82985 40.75896),,,,,-73.82985,0,0,0,0,1,0,1,0,40 ROAD,MAIN STREET                     ,15:15,3750830,,,,,,11354
16,24335,63,63,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.73545,POINT (-73.71554 40.73545),,,,,-73.71554,0,0,0,0,0,0,0,0,,252 STREET                      ,17:30,3750829,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
3,14506,26,69,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.74424,POINT (-73.77618 40.74424),,,,,-73.77618,0,0,0,0,0,0,0,0,,HOLLIS COURT BOULEVARD          ,14:30,3750840,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
16,14197,26,69,3,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.75369,POINT (-73.74445 40.75369),,,,,-73.74445,0,0,0,0,0,0,0,0,,,8:42,3750835,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
38,17619,14,48,2,BROOKLYN,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.68186,POINT (-73.98828 40.68186),,,,,-73.98828,0,0,0,0,0,0,0,0,DOUGLASS STREET,BOND STREET                     ,16:20,3751214,PASSENGER VEHICLE,VAN,,,,11217
18,16867,2,39,2,BROOKLYN,Unspecified,Unspecified,,,,1801      53 STREET                     ,2017-09-15T00:00:00.000,40.62583,POINT (-73.98292 40.62583),,,,,-73.98292,0,0,0,0,0,0,0,0,,,1:01,3751199,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11204
6,24338,41,61,3,,Failure to Yield Right-of-Way,Unsafe Speed,,,,,2017-09-15T00:00:00.000,40.712055,POINT (-73.75319 40.712055),,,,,-73.75319,0,0,0,0,0,0,0,0,,FRANCIS LEWIS BOULEVARD         ,14:50,3750844,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
30,17213,36,56,2,,Turning Improperly,Unspecified,,,,,2017-09-15T00:00:00.000,40.70193,POINT (-73.94394 40.70193),,,,,-73.94394,0,0,0,0,0,0,0,0,,BROADWAY                        ,22:35,3751193,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
3,14506,26,69,3,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.744465,POINT (-73.77179 40.744465),,,,,-73.77179,0,0,1,0,0,0,1,0,,,15:12,3751180,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
14,10700,30,75,1,,Unspecified,,,,,,2017-09-15T00:00:00.000,40.589703,POINT (-74.15326 40.589703),,,,,-74.15326,0,0,0,0,0,0,0,0,BRAISTED AVENUE,DENKER PLACE                    ,0:01,3751166,PASSENGER VEHICLE,,,,,
33,16858,53,66,3,,Driver Inexperience,Unspecified,,,,,2017-09-15T00:00:00.000,40.74273,POINT (-73.95412 40.74273),,,,,-73.95412,0,0,0,0,0,0,0,0,50 AVENUE,VERNON BOULEVARD                ,12:55,3750884,PASSENGER VEHICLE,,,,,
41,24017,46,60,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.69366,POINT (-73.85217 40.69366),,,,,-73.85217,0,0,2,0,0,0,2,0,JAMAICA AVENUE,WOODHAVEN BOULEVARD             ,8:05,3750919,SPORT UTILITY / STATION WAGON,BUS,,,,11421
19,12421,20,12,4,MANHATTAN,Unspecified,,,,,470       WEST END AVENUE               ,2017-09-15T00:00:00.000,40.786728,POINT (-73.97943 40.786728),,,,,-73.97943,0,0,0,0,0,0,0,0,,,10:35,3751142,,,,,,10024
,,,,,,Unsafe Lane Changing,Unspecified,,,,,2017-09-15T00:00:00.000,40.79801,POINT (-73.827065 40.79801),,,,,-73.827065,0,0,0,0,0,0,0,0,,,13:39,3751136,PASSENGER VEHICLE,,,,,
24,14509,22,67,3,,Unsafe Lane Changing,Unspecified,,,,,2017-09-15T00:00:00.000,40.7417,POINT (-73.82528 40.7417),,,,,-73.82528,0,0,0,0,0,0,0,0,,MAIN STREET                     ,22:18,3751130,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
7,18180,9,45,2,BROOKLYN,Turning Improperly,,,,,201       64 STREET                     ,2017-09-15T00:00:00.000,40.64106,POINT (-74.02486 40.64106),,,,,-74.02486,0,0,0,0,0,0,0,0,,,13:00,3751126,SPORT UTILITY / STATION WAGON,,,,,11220
17,16866,61,40,2,,Unspecified,,,,,,2017-09-15T00:00:00.000,40.655575,POINT (-73.926895 40.655575),,,,,-73.926895,0,0,0,0,1,0,1,0,,EAST 54 STREET                  ,12:20,3751118,PASSENGER VEHICLE,,,,,
35,10932,49,23,5,,,,,,,,2017-09-15T00:00:00.000,40.804344,POINT (-73.92158 40.804344),,,,,-73.92158,0,0,0,0,0,0,0,0,,BRUCKNER BOULEVARD              ,9:20,3750879,PASSENGER VEHICLE,,,,,
2,11275,29,30,5,BRONX,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.885952,POINT (-73.8279 40.885952),,,,,-73.8279,0,0,1,0,0,0,1,0,BOSTON ROAD,CONNER STREET                   ,10:46,3750899,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10475
48,13829,68,55,2,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.68103,POINT (-73.96334 40.68103),,,,,-73.96334,0,0,0,0,0,0,0,0,,SAINT JAMES PLACE               ,16:52,3751104,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
,,,,,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,1,0,0,0,1,0,,,20:14,3751101,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
28,14784,40,70,3,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.72956,POINT (-73.87145 40.72956),,,,,-73.87145,0,0,0,0,0,0,0,0,ELIOT AVENUE,WOODHAVEN BOULEVARD             ,11:25,3750897,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
17,13516,55,46,2,BROOKLYN,,,,,,,2017-09-15T00:00:00.000,40.676594,POINT (-73.91555 40.676594),,,,,-73.91555,0,0,0,0,1,0,1,0,ROOSEVELT PLACE,ATLANTIC AVENUE                 ,18:15,3751096,SPORT UTILITY / STATION WAGON,,,,,11233
34,14784,54,62,3,,Unsafe Speed,,,,,,2017-09-15T00:00:00.000,40.72948,POINT (-73.87838 40.72948),,,,,-73.87838,0,0,0,0,0,0,0,0,,,3:00,3751091,SPORT UTILITY / STATION WAGON,,,,,
24,14507,25,65,3,QUEENS,Driver Inattention/Distraction,,,,,,2017-09-15T00:00:00.000,40.73169,POINT (-73.80509 40.73169),,,,,-73.80509,0,0,0,0,0,0,0,0,JEWEL AVENUE,164 STREET                      ,5:50,3750916,PASSENGER VEHICLE,,,,,11365
24,24340,25,65,3,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.716034,POINT (-73.80416 40.716034),,,,,-73.80416,0,0,0,0,0,0,0,0,,,15:40,3751093,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,,,,,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.704422,POINT (-73.99491 40.704422),,,,,-73.99491,0,0,0,0,0,0,0,0,,,23:45,3750984,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
51,10090,23,11,4,MANHATTAN,Unspecified,,,,,,2017-09-15T00:00:00.000,40.765614,POINT (-73.9607 40.765614),,,,,-73.9607,0,0,0,0,0,0,0,0,EAST 67 STREET,2 AVENUE                        ,10:15,3750925,,,,,,10065
6,15311,63,63,3,,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,,2017-09-15T00:00:00.000,40.69246,POINT (-73.726875 40.69246),,,,,-73.726875,0,0,0,0,0,0,0,0,,,7:15,3750935,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
4,16859,39,72,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.77396,POINT (-73.91777 40.77396),,,,,-73.91777,0,0,0,0,0,0,0,0,27 STREET,24 AVENUE                       ,0:00,3751513,PASSENGER VEHICLE,PICK-UP TRUCK,,,,11102
47,20530,51,58,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.590393,POINT (-73.7895 40.590393),,,,,-73.7895,0,0,0,0,0,0,0,0,,BEACH 60 STREET                 ,16:35,3751074,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
28,14784,40,70,3,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.730934,POINT (-73.873825 40.730934),,,,,-73.873825,0,0,0,0,0,0,0,0,,,15:40,3751075,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
41,24016,62,64,3,QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.66609,POINT (-73.82809 40.66609),,,,,-73.82809,0,0,0,0,0,0,0,0,114 STREET,NORTH CONDUIT AVENUE            ,7:49,3751069,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11420
13,10369,4,74,1,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,,,,,2017-09-15T00:00:00.000,40.64421,POINT (-74.07789 40.64421),,,,,-74.07789,1,0,0,0,0,0,1,0,,STUYVESANT PLACE                ,9:30,3751068,BICYCLE,PASSENGER VEHICLE,,,,
6,15312,41,71,3,QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.69741,POINT (-73.76275 40.69741),,,,,-73.76275,0,0,1,0,0,0,1,0,114 ROAD,MEXICO STREET                   ,21:00,3750956,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11412
,,,,,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,sutphin boulevard,113 avenue                      ,14:07,3750959,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11435
9,10699,15,77,1,STATEN ISLAND,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.55057,POINT (-74.16758 40.55057),,,,,-74.16758,0,0,1,0,0,0,1,0,KATAN AVENUE,RICHMOND AVENUE                 ,23:10,3750982,PASSENGER VEHICLE,MOTORCYCLE,,,,10312
46,24015,62,64,3,QUEENS,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.685654,POINT (-73.828636 40.685654),,,,,-73.828636,0,0,0,0,0,0,0,0,114 STREET,LIBERTY AVENUE                  ,13:20,3751064,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11419
20,14192,22,67,3,,Turning Improperly,Unspecified,,,,,2017-09-15T00:00:00.000,40.792965,POINT (-73.812965 40.792965),,,,,-73.812965,0,0,0,0,0,0,0,0,,CLINTONVILLE STREET             ,20:50,3751058,PASSENGER VEHICLE,,,,,
,,,,,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,WEST 55 STREET                  ,17:00,3751054,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
14,10692,30,76,1,STATEN ISLAND,Unsafe Lane Changing,Unspecified,,,,,2017-09-15T00:00:00.000,40.59791,POINT (-74.08361 40.59791),,,,,-74.08361,0,0,0,0,0,0,0,0,PARKINSON AVENUE,HYLAN BOULEVARD                 ,17:50,3750980,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10305
7,18180,9,45,2,BROOKLYN,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.635494,POINT (-74.00957 40.635494),,,,,-74.00957,0,0,0,0,0,0,0,0,8 AVENUE,60 STREET                       ,19:20,3751051,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11220
14,10693,30,76,1,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.576855,POINT (-74.112114 40.576855),,,,,-74.112114,0,0,0,0,0,0,0,0,,BRYANT AVENUE                   ,14:30,3751047,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
45,17616,1,37,2,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.604206,POINT (-73.99146 40.604206),,,,,-73.99146,0,0,0,0,0,0,0,0,82 STREET,BAY PARKWAY                     ,17:40,3751040,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11214
40,11605,24,34,5,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.874245,POINT (-73.87746 40.874245),,,,,-73.87746,0,0,2,0,0,0,2,0,,PERRY AVENUE                    ,16:30,3751002,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
44,13511,10,41,2,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.61847,POINT (-74.021225 40.61847),,,,,-74.021225,0,0,0,0,0,0,0,0,86 STREET,7 AVENUE                        ,16:15,3751034,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11228
18,17616,1,37,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.607243,POINT (-73.98726 40.607243),,,,,-73.98726,0,0,0,0,0,0,0,0,STILLWELL AVENUE,AVENUE P                        ,14:00,3751018,SPORT UTILITY / STATION WAGON,,,,,11204
7,18180,10,41,2,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.634563,POINT (-74.014114 40.634563),,,,,-74.014114,0,0,0,0,0,0,0,0,7 AVENUE,64 STREET                       ,9:15,3751009,VAN,VAN,,,,11220
44,17216,10,41,2,BROOKLYN,Passing or Lane Usage Improper,Unspecified,,,,480       77 STREET                     ,2017-09-15T00:00:00.000,40.628357,POINT (-74.02394 40.628357),,,,,-74.02394,0,0,0,0,0,0,0,0,,,10:14,3751013,SPORT UTILITY / STATION WAGON,,,,,11209
34,15310,54,62,3,QUEENS,Unspecified,,,,,68-14     65 PLACE                      ,2017-09-15T00:00:00.000,40.706196,POINT (-73.89175 40.706196),,,,,-73.89175,0,0,0,0,0,0,0,0,,,19:00,3751016,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11385
,,,,,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,HYLAN BOULEVARD,CLOVE ROAD                      ,7:20,3751046,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
44,17216,10,41,2,BROOKLYN,Turning Improperly,Backing Unsafely,,,,7111      5 AVENUE                      ,2017-09-15T00:00:00.000,40.632378,POINT (-74.021454 40.632378),,,,,-74.021454,0,0,0,0,0,0,0,0,,,13:42,3751014,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,,11209
44,17216,10,41,2,,Driver Inattention/Distraction,Unspecified,Unspecified,,,,2017-09-15T00:00:00.000,40.61799,POINT (-74.0365 40.61799),,,,,-74.0365,0,0,0,0,0,0,0,0,MARINE AVENUE,RIDGE BOULEVARD                 ,12:50,3751011,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
44,18180,10,41,2,BROOKLYN,Unspecified,,,,,,2017-09-15T00:00:00.000,40.64032,POINT (-74.02841 40.64032),,,,,-74.02841,0,0,0,0,0,0,0,0,SEDGWICK PLACE,WAKEMAN PLACE                   ,12:30,3751008,MOTORCYCLE,,,,,11220
47,24669,63,63,3,,Driver Inexperience,Unspecified,,,,,2017-09-15T00:00:00.000,40.667236,POINT (-73.770004 40.667236),,,,,-73.770004,0,0,0,0,0,0,0,0,,,16:05,3751045,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
33,16858,39,72,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.752964,POINT (-73.93049 40.752964),,,,,-73.93049,0,0,0,0,0,0,0,0,,33 STREET                       ,19:00,3751005,SPORT UTILITY / STATION WAGON,,,,,
