:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_sbqj_enih,:@computed_region_yeji_bk3q,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,cross_street_name,date,latitude,location,location_address,location_city,location_state,location_zip,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_persons_injured,number_of_persons_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,zip_code
48,17212,68,55,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-14T00:00:00.000,40.69373,POINT (-73.963135 40.69373),,,,,-73.963135,0,0,0,0,0,0,0,0,STEUBEN STREET,MYRTLE AVENUE                   ,9:20,3750381,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11205
32,11723,70,2,4,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,27        ALLEN STREET                  ,2017-09-14T00:00:00.000,40.71568,POINT (-73.992325 40.71568),,,,,-73.992325,0,0,0,0,0,0,0,0,,,5:20,3750396,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10002
18,16867,2,39,2,BROOKLYN,Failure to Yield Right-of-Way,,,,,,2017-09-14T00:00:00.000,40.623478,POINT (-73.97684 40.623478),,,,,-73.97684,0,0,0,0,1,0,1,0,AVENUE J,DAHILL ROAD                     ,13:02,3751202,PASSENGER VEHICLE,,,,,11230
11,13509,17,44,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-14T00:00:00.000,40.660202,POINT (-73.96063 40.660202),,,,,-73.96063,0,0,0,0,0,0,0,0,MAPLE STREET,FLATBUSH AVENUE                 ,20:30,3751172,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11225
10,12074,12,7,4,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,139       WEST 19 STREET                ,2017-09-14T00:00:00.000,40.740955,POINT (-73.9958 40.740955),,,,,-73.9958,0,0,0,0,0,0,0,0,,,10:15,3750372,,,,,,10011
14,10700,4,75,1,,Unspecified,,,,,460       CRYSTAL AVENUE                ,2017-09-14T00:00:00.000,40.611885,POINT (-74.14295 40.611885),,,,,-74.14295,0,0,0,0,0,0,0,0,,,23:18,3751165,PASSENGER VEHICLE,,,,,
38,17613,36,57,2,BROOKLYN,Unspecified,,,,,,2017-09-14T00:00:00.000,40.718666,POINT (-73.9635 40.718666),,,,,-73.9635,0,0,0,0,0,0,0,0,KENT AVENUE,NORTH 4 STREET                  ,10:50,3750459,SPORT UTILITY / STATION WAGON,,,,,11249
,,,,,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-14T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,MAIN STREET,GRAND CENTRAL PARKWAY           ,13:13,3750421,TAXI,PASSENGER VEHICLE,,,,
14,10700,4,75,1,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-14T00:00:00.000,40.609627,POINT (-74.14955 40.609627),,,,,-74.14955,0,0,0,0,0,0,0,0,VICTORY BOULEVARD,NORTH GANNON AVENUE             ,12:45,3751167,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
26,16866,61,40,2,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-14T00:00:00.000,40.648655,POINT (-73.92232 40.648655),,,,,-73.92232,0,0,0,0,0,0,0,0,EAST 58 STREET,TILDEN AVENUE                   ,16:50,3751226,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11203
4,16862,39,72,3,QUEENS,Following Too Closely,Unspecified,,,,,2017-09-14T00:00:00.000,40.782856,POINT (-73.910736 40.782856),,,,,-73.910736,0,0,0,0,0,0,0,0,24 STREET,20 AVENUE                       ,19:50,3751511,SPORT UTILITY / STATION WAGON,,,,,11105
15,13826,32,36,2,,Unsafe Lane Changing,Unspecified,,,,,2017-09-14T00:00:00.000,40.583023,POINT (-73.95736 40.583023),,,,,-73.95736,0,0,0,0,0,0,0,0,GUIDER AVENUE,EAST 12 STREET                  ,9:30,3750355,PASSENGER VEHICLE,,,,,
42,10929,50,27,5,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-14T00:00:00.000,40.82499,POINT (-73.91662 40.82499),,,,,-73.91662,0,0,0,0,0,0,0,0,,EAST 161 STREET                 ,9:25,3750366,SPORT UTILITY / STATION WAGON,,,,,
45,18183,32,36,2,BROOKLYN,Passing or Lane Usage Improper,Unspecified,,,,2177      EAST 5 STREET                 ,2017-09-14T00:00:00.000,40.597076,POINT (-73.96673 40.597076),,,,,-73.96673,0,0,0,0,0,0,0,0,,,9:30,3750353,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11223
6,24668,41,61,3,,Driver Inexperience,Unspecified,,,,,2017-09-14T00:00:00.000,40.703556,POINT (-73.78805 40.703556),,,,,-73.78805,0,0,0,0,0,0,0,0,,LIBERTY AVENUE                  ,9:55,3751139,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
6,24332,41,61,3,,View Obstructed/Limited,Following Too Closely,,,,,2017-09-14T00:00:00.000,40.712593,POINT (-73.76849 40.712593),,,,,-73.76849,0,0,0,0,0,0,0,0,,JAMAICA AVENUE                  ,9:45,3751140,TAXI,,,,,
42,10929,50,27,5,,Other Vehicular,,,,,,2017-09-14T00:00:00.000,40.823383,POINT (-73.91834 40.823383),,,,,-73.91834,0,0,0,0,0,0,0,0,,PARK AVENUE                     ,1:40,3750367,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,,
10,12420,20,12,4,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,53        COLUMBUS AVENUE               ,2017-09-14T00:00:00.000,40.77093,POINT (-73.98358 40.77093),,,,,-73.98358,0,0,4,0,0,0,4,0,,,11:30,3750350,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10023
19,12420,20,12,4,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,1981      BROADWAY                      ,2017-09-14T00:00:00.000,40.7748,POINT (-73.982216 40.7748),,,,,-73.982216,0,0,0,0,0,0,0,0,,,12:00,3750351,TAXI,TAXI,,,,10023
22,10935,50,27,5,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-14T00:00:00.000,40.843643,POINT (-73.90676 40.843643),,,,,-73.90676,0,0,0,0,0,0,0,0,,EAST 173 STREET                 ,9:05,3750368,TAXI,PASSENGER VEHICLE,,,,
,,,,,,Following Too Closely,Unspecified,Unspecified,,,,2017-09-14T00:00:00.000,40.792465,POINT (-73.79322 40.792465),,,,,-73.79322,0,0,1,0,0,0,1,0,,,5:45,3751132,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
43,10937,8,24,5,,Unspecified,,,,,,2017-09-14T00:00:00.000,40.82099,POINT (-73.89589 40.82099),,,,,-73.89589,0,0,0,0,0,0,0,0,,EAST 163 STREET                 ,19:00,3751100,PASSENGER VEHICLE,,,,,
16,14506,26,69,3,,Unspecified,,,,,,2017-09-14T00:00:00.000,40.755302,POINT (-73.75427 40.755302),,,,,-73.75427,0,0,0,0,0,0,0,0,,CLOVERDALE BOULEVARD            ,11:40,3750338,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
50,12073,71,7,4,MANHATTAN,Passing or Lane Usage Improper,Unspecified,,,,426       2 AVENUE                      ,2017-09-14T00:00:00.000,40.738792,POINT (-73.98023 40.738792),,,,,-73.98023,0,0,0,0,0,0,0,0,,,8:45,3750337,TAXI,,,,,10010
,,,,,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-14T00:00:00.000,,,,,,,,0,0,1,0,0,0,1,0,207 STREET,NORTHERN BOULEVARD              ,11:34,3750335,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11361
,,,,,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-14T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,CLEARVIEW EXPRESSWAY,NORTHERN BOULEVARD              ,10:25,3750334,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
12,11274,43,28,5,BRONX,Unspecified,,,,,2888      SCHLEY AVENUE                 ,2017-09-14T00:00:00.000,40.824142,POINT (-73.820755 40.824142),,,,,-73.820755,0,0,0,0,0,0,0,0,,,10:10,3750331,SPORT UTILITY / STATION WAGON,,,,,10465
12,11273,43,28,5,,Backing Unsafely,View Obstructed/Limited,,,,,2017-09-14T00:00:00.000,40.85554,POINT (-73.79152 40.85554),,,,,-73.79152,0,0,0,0,0,0,0,0,,CITY ISLAND AVENUE              ,8:30,3750332,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,,
35,13093,7,16,4,,Following Too Closely,Unspecified,,,,,2017-09-14T00:00:00.000,40.804066,POINT (-73.93117 40.804066),,,,,-73.93117,0,0,0,0,0,0,0,0,,,6:30,3749376,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
7,18180,9,45,2,BROOKLYN,Other Vehicular,Unspecified,,,,,2017-09-14T00:00:00.000,40.640064,POINT (-74.01557 40.640064),,,,,-74.01557,0,0,0,0,0,0,0,0,5 AVENUE,59 STREET                       ,10:00,3750336,PASSENGER VEHICLE,,,,,11220
7,18180,9,45,2,,Unspecified,Unspecified,,,,,2017-09-14T00:00:00.000,40.639645,POINT (-74.008835 40.639645),,,,,-74.008835,0,0,0,0,0,0,0,0,,7 AVENUE                        ,11:00,3750325,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
33,16858,53,66,3,,Unspecified,Unspecified,,,,,2017-09-14T00:00:00.000,40.736145,POINT (-73.92651 40.736145),,,,,-73.92651,0,0,0,0,0,0,0,0,,,7:58,3750323,SPORT UTILITY / STATION WAGON,,,,,
16,14507,25,65,3,,Following Too Closely,Unspecified,Unspecified,,,,2017-09-14T00:00:00.000,40.74132,POINT (-73.78478 40.74132),,,,,-73.78478,0,0,0,0,0,0,0,0,,,20:30,3751082,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
,,,,,,Unsafe Lane Changing,Unspecified,,,,,2017-09-14T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,31 STREET,Pine St                         ,7:50,3750319,PASSENGER VEHICLE,,,,,
,,,,,,Driver Inattention/Distraction,Passenger Distraction,,,,,2017-09-14T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,,13:45,3750314,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
33,16858,53,66,3,QUEENS,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,,2017-09-14T00:00:00.000,40.745235,POINT (-73.937706 40.745235),,,,,-73.937706,0,0,0,0,0,0,0,0,SKILLMAN AVENUE,THOMSON AVENUE                  ,6:30,3750321,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11101
5,14784,66,68,3,QUEENS,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-14T00:00:00.000,40.734375,POINT (-73.87342 40.734375),,,,,-73.87342,0,0,0,0,0,0,0,0,57 AVENUE,QUEENS BOULEVARD                ,10:50,3750327,PASSENGER VEHICLE,PICK-UP TRUCK,,,,11373
50,12073,71,7,4,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,310       EAST 23 STREET                ,2017-09-14T00:00:00.000,40.737648,POINT (-73.980385 40.737648),,,,,-73.980385,0,0,0,0,0,0,0,0,,,21:30,3751071,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10010
41,24013,62,64,3,QUEENS,Backing Unsafely,Unspecified,,,,,2017-09-14T00:00:00.000,40.676113,POINT (-73.84883 40.676113),,,,,-73.84883,0,0,0,0,0,0,0,0,SUTTER AVENUE,88 STREET                       ,17:00,3750312,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11417
21,14785,66,68,3,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-14T00:00:00.000,40.734978,POINT (-73.8614 40.734978),,,,,-73.8614,0,0,0,0,0,0,0,0,,,15:30,3750310,TAXI,PASSENGER VEHICLE,,,,
5,14784,66,68,3,QUEENS,Unsafe Lane Changing,Unspecified,,,,,2017-09-14T00:00:00.000,40.735497,POINT (-73.869705 40.735497),,,,,-73.869705,0,0,0,0,0,0,0,0,57 AVENUE,92 STREET                       ,15:30,3750311,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11373
40,,29,34,5,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-14T00:00:00.000,40.876534,POINT (-73.87076 40.876534),,,,,-73.87076,0,0,0,0,0,0,0,0,,,6:00,3749368,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
5,14784,66,68,3,QUEENS,Passing or Lane Usage Improper,Unspecified,,,,80-26     QUEENS BOULEVARD              ,2017-09-14T00:00:00.000,40.737682,POINT (-73.88222 40.737682),,,,,-73.88222,0,0,0,0,0,0,0,0,,,16:30,3750313,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,,11373
2,12344,43,28,5,,Oversized Vehicle,Driver Inattention/Distraction,,,,,2017-09-14T00:00:00.000,40.868847,POINT (-73.831505 40.868847),,,,,-73.831505,0,0,0,0,0,0,0,0,,BARTOW AVENUE                   ,11:40,3750328,PICK-UP TRUCK,PASSENGER VEHICLE,,,,
37,13516,55,46,2,BROOKLYN,Unspecified,Unspecified,,,,,2017-09-14T00:00:00.000,40.676243,POINT (-73.9091 40.676243),,,,,-73.9091,0,0,0,0,0,0,0,0,MONACO PLACE,ATLANTIC AVENUE                 ,15:11,3750301,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11233
8,13827,5,42,2,,Unspecified,Unspecified,,,,,2017-09-14T00:00:00.000,40.641144,POINT (-73.91804 40.641144),,,,,-73.91804,0,0,0,0,0,0,0,0,,FOSTER AVENUE                   ,9:40,3750299,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
25,13827,5,42,2,BROOKLYN,Brakes Defective,Unspecified,,,,,2017-09-14T00:00:00.000,40.648266,POINT (-73.90581 40.648266),,,,,-73.90581,0,0,0,0,0,0,0,0,ROCKAWAY PARKWAY,FOSTER AVENUE                   ,0:37,3750300,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11236
,,,,,,Following Too Closely,Unspecified,,,,,2017-09-14T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,86 STREET,BROOKLYN QNS EXPRESSWAY         ,10:20,3750296,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
7,17621,10,41,2,BROOKLYN,Unspecified,Unspecified,,,,1377      65 STREET                     ,2017-09-14T00:00:00.000,40.62507,POINT (-74 40.62507),,,,,-74,0,0,0,0,0,0,0,0,,,9:44,3750297,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11219
20,14196,26,69,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-14T00:00:00.000,40.76268,POINT (-73.77052 40.76268),,,,,-73.77052,0,0,0,0,0,0,0,0,42 AVENUE,BELL BOULEVARD                  ,14:00,3750304,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11361
13,10692,4,74,1,STATEN ISLAND,Unspecified,Unspecified,,,,,2017-09-14T00:00:00.000,40.60876,POINT (-74.07579 40.60876),,,,,-74.07579,0,0,0,0,0,0,0,0,COLTON STREET,HYLAN BOULEVARD                 ,16:15,3751065,PASSENGER VEHICLE,,,,,10305
2,11275,29,30,5,BRONX,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-14T00:00:00.000,40.89,POINT (-73.849106 40.89),,,,,-73.849106,0,0,0,0,0,0,0,0,EAST 232 STREET,PAULDING AVENUE                 ,11:45,3750284,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10466
,,,,,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-14T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,THOMSON AVENUE,SKILLMAN AVENUE                 ,11:30,3750283,PASSENGER VEHICLE,,,,,11101
14,10692,30,76,1,STATEN ISLAND,Brakes Defective,Unspecified,,,,,2017-09-14T00:00:00.000,40.58479,POINT (-74.0885 40.58479),,,,,-74.0885,0,0,1,0,0,0,1,0,MASON AVENUE,SEAVIEW AVENUE                  ,16:22,3751049,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10305
35,13093,7,16,4,MANHATTAN,Unspecified,,,,,2202      3 AVENUE                      ,2017-09-14T00:00:00.000,40.800644,POINT (-73.938065 40.800644),,,,,-73.938065,0,0,0,0,0,0,0,0,,,16:03,3750291,,,,,,10035
26,17217,60,43,2,BROOKLYN,Unspecified,,,,,2201      AVENUE J                      ,2017-09-14T00:00:00.000,40.62597,POINT (-73.9543 40.62597),,,,,-73.9543,0,0,0,0,0,0,0,0,,,10:53,3750281,PASSENGER VEHICLE,,,,,11210
10,11722,12,7,4,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,257       7 AVENUE                      ,2017-09-14T00:00:00.000,40.74514,POINT (-73.99488 40.74514),,,,,-73.99488,0,0,0,0,0,0,0,0,,,10:15,3750370,TAXI,,,,,10001
10,13094,11,8,4,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-14T00:00:00.000,40.75827,POINT (-73.98903 40.75827),,,,,-73.98903,0,0,0,0,0,0,0,0,,8 AVENUE                        ,9:30,3750271,SPORT UTILITY / STATION WAGON,,,,,
10,11722,11,8,4,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-14T00:00:00.000,40.747276,POINT (-73.989624 40.747276),,,,,-73.989624,0,0,0,0,0,0,0,0,AVENUE OF THE AMERICAS,WEST 30 STREET                  ,6:00,3750272,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10001
48,17212,68,55,2,,Unsafe Speed,,,,,,2017-09-14T00:00:00.000,40.69579,POINT (-73.967804 40.69579),,,,,-73.967804,0,0,0,0,0,0,0,0,,,3:10,3749326,PASSENGER VEHICLE,,,,,
51,10355,11,8,4,MANHATTAN,Reaction to Other Uninvolved Vehicle,,,,,109       EAST 42 STREET                ,2017-09-14T00:00:00.000,40.751793,POINT (-73.97688 40.751793),,,,,-73.97688,0,0,0,0,0,0,0,0,,,9:30,3750273,TAXI,,,,,10017
12,11270,59,32,5,BRONX,Other Vehicular,Other Vehicular,,,,1250      WATERS PLACE                  ,2017-09-14T00:00:00.000,40.84301,POINT (-73.83877 40.84301),,,,,-73.83877,0,0,0,0,0,0,0,0,,,14:02,3750268,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10461
19,12422,20,15,4,,Unspecified,,,,,,2017-09-14T00:00:00.000,40.79465,POINT (-73.971794 40.79465),,,,,-73.971794,0,0,1,0,1,0,2,0,,WEST 96 STREET                  ,8:00,3751035,TAXI,,,,,
19,12422,20,15,4,MANHATTAN,,,,,,,2017-09-14T00:00:00.000,40.797813,POINT (-73.971344 40.797813),,,,,-73.971344,0,0,0,0,1,0,1,0,WEST END AVENUE,WEST 100 STREET                 ,14:00,3751030,SPORT UTILITY / STATION WAGON,,,,,10025
23,12422,20,15,4,,Unsafe Lane Changing,Unspecified,,,,,2017-09-14T00:00:00.000,40.79356,POINT (-73.96702 40.79356),,,,,-73.96702,0,0,0,0,0,0,0,0,,COLUMBUS AVENUE                 ,9:07,3751036,PASSENGER VEHICLE,PICK-UP TRUCK,,,,
48,17615,17,44,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-14T00:00:00.000,40.669403,POINT (-73.94221 40.669403),,,,,-73.94221,0,0,0,0,0,0,0,0,KINGSTON AVENUE,EASTERN PARKWAY                 ,14:00,3751023,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11213
12,11271,59,32,5,BRONX,Other Vehicular,,,,,2181      BARNES AVENUE                 ,2017-09-14T00:00:00.000,40.855946,POINT (-73.86384 40.855946),,,,,-73.86384,0,0,0,0,0,0,0,0,,,9:30,3750274,PASSENGER VEHICLE,,,,,10462
22,11271,59,32,5,BRONX,Driver Inattention/Distraction,Unspecified,,,,750       MORRIS PARK AVENUE            ,2017-09-14T00:00:00.000,40.845615,POINT (-73.8642 40.845615),,,,,-73.8642,0,0,0,0,0,0,0,0,,,7:50,3750266,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10462
48,17618,16,49,2,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-14T00:00:00.000,40.672752,POINT (-73.95432 40.672752),,,,,-73.95432,0,0,0,0,0,0,0,0,STERLING PLACE,BEDFORD AVENUE                  ,22:00,3751025,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,,11216
11,13513,60,43,2,BROOKLYN,Unspecified,,,,,779       EAST 10 STREET                ,2017-09-14T00:00:00.000,40.63016,POINT (-73.96721 40.63016),,,,,-73.96721,0,0,0,0,0,0,0,0,,,11:46,3750257,PASSENGER VEHICLE,,,,,11230
44,18180,10,41,2,,Fell Asleep,Unspecified,,,,,2017-09-14T00:00:00.000,40.64144,POINT (-74.02961 40.64144),,,,,-74.02961,0,0,0,0,0,0,0,0,,,14:50,3751010,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
16,24336,63,63,3,,Other Vehicular,Other Vehicular,,,,,2017-09-14T00:00:00.000,40.741688,POINT (-73.73541 40.741688),,,,,-73.73541,0,0,0,0,0,0,0,0,,,23:43,3750997,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
46,24669,41,71,3,QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-14T00:00:00.000,40.672382,POINT (-73.78574 40.672382),,,,,-73.78574,0,0,0,0,0,0,0,0,ROCKAWAY BOULEVARD,BAISLEY BOULEVARD               ,22:15,3750994,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11434
11,13510,60,43,2,BROOKLYN,Driver Inattention/Distraction,,,,,,2017-09-14T00:00:00.000,40.650387,POINT (-73.95872 40.650387),,,,,-73.95872,0,0,0,0,1,0,1,0,FLATBUSH AVENUE,CHURCH AVENUE                   ,5:50,3750255,PASSENGER VEHICLE,,,,,11226
28,14786,40,70,3,,Backing Unsafely,Unspecified,,,,,2017-09-14T00:00:00.000,40.721985,POINT (-73.84523 40.721985),,,,,-73.84523,0,0,0,0,0,0,0,0,QUEENS BOULEVARD,70 ROAD                         ,0:05,3749261,PASSENGER VEHICLE,MOTORCYCLE,,,,
26,17217,60,43,2,,Unspecified,Unspecified,,,,2146      ALBEMARLE ROAD                ,2017-09-14T00:00:00.000,40.63255,POINT (-73.94778 40.63255),,,,,-73.94778,0,0,0,0,0,0,0,0,,,8:28,3750256,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
16,24332,41,61,3,,Following Too Closely,Unspecified,,,,,2017-09-14T00:00:00.000,40.710827,POINT (-73.77066 40.710827),,,,,-73.77066,0,0,0,0,0,0,0,0,,JAMAICA AVENUE                  ,14:10,3751021,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
2,11275,29,30,5,BRONX,Driver Inattention/Distraction,,,,,4165      WHITE PLAINS ROAD             ,2017-09-14T00:00:00.000,40.892586,POINT (-73.85784 40.892586),,,,,-73.85784,0,0,0,0,0,0,0,0,,,13:11,3750254,SPORT UTILITY / STATION WAGON,,,,,10466
49,13516,69,52,2,BROOKLYN,Unspecified,,,,,,2017-09-14T00:00:00.000,40.677338,POINT (-73.927536 40.677338),,,,,-73.927536,0,0,0,0,0,0,0,0,ROCHESTER AVENUE,ATLANTIC AVENUE                 ,13:36,3751026,,,,,,11233
10,13094,12,8,4,MANHATTAN,Driver Inattention/Distraction,Other Vehicular,,,,300       WEST 44 STREET                ,2017-09-14T00:00:00.000,40.758705,POINT (-73.98928 40.758705),,,,,-73.98928,0,0,0,0,0,0,0,0,,,8:00,3750275,SPORT UTILITY / STATION WAGON,BICYCLE,,,,10036
19,12421,20,15,4,,Unspecified,Unspecified,,,,,2017-09-14T00:00:00.000,40.788475,POINT (-73.96702 40.788475),,,,,-73.96702,0,0,0,0,0,0,0,0,,WEST 91 STREET                  ,12:30,3751031,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
46,24668,41,61,3,QUEENS,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,,2017-09-14T00:00:00.000,40.69687,POINT (-73.799194 40.69687),,,,,-73.799194,0,0,1,0,0,0,1,0,155 STREET,SOUTH ROAD                      ,17:30,3751019,PICK-UP TRUCK,PASSENGER VEHICLE,,,,11433
48,16865,68,54,2,,Unsafe Lane Changing,Unspecified,,,,,2017-09-14T00:00:00.000,40.695255,POINT (-73.9841 40.695255),,,,,-73.9841,0,0,0,0,0,0,0,0,,FLATBUSH AVENUE EXTENSION       ,11:35,3750245,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
35,13093,7,16,4,,Other Vehicular,Following Too Closely,,,,,2017-09-14T00:00:00.000,40.80253,POINT (-73.93303 40.80253),,,,,-73.93303,0,0,1,0,0,0,1,0,,EAST 125 STREET                 ,0:50,3749256,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
,10692,,,,,Following Too Closely,Unspecified,,,,,2017-09-14T00:00:00.000,40.604153,POINT (-74.05198 40.604153),,,,,-74.05198,0,0,1,0,0,0,1,0,,,9:50,3750973,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
48,17212,68,55,2,BROOKLYN,View Obstructed/Limited,View Obstructed/Limited,,,,52        WASHINGTON AVENUE             ,2017-09-14T00:00:00.000,40.69712,POINT (-73.967636 40.69712),,,,,-73.967636,0,0,1,0,0,0,1,0,,,4:55,3749325,TAXI,,,,,11205
51,12078,71,9,4,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,236       EAST 36 STREET                ,2017-09-14T00:00:00.000,40.74645,POINT (-73.97589 40.74645),,,,,-73.97589,0,0,0,0,0,0,0,0,,,13:07,3750237,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10016
38,16865,68,54,2,BROOKLYN,Backing Unsafely,Unspecified,,,,,2017-09-14T00:00:00.000,40.697575,POINT (-73.984055 40.697575),,,,,-73.984055,0,0,0,0,0,0,0,0,DUFFIELD STREET,CONCORD STREET                  ,11:45,3750248,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11201
5,14784,66,68,3,QUEENS,Driver Inattention/Distraction,,,,,41-49     ITHACA STREET                 ,2017-09-14T00:00:00.000,40.744804,POINT (-73.87977 40.744804),,,,,-73.87977,0,0,0,0,0,0,0,0,,,13:00,3750269,SPORT UTILITY / STATION WAGON,,,,,11373
21,14785,66,68,3,,Following Too Closely,Unspecified,Unspecified,,,,2017-09-14T00:00:00.000,40.734978,POINT (-73.8614 40.734978),,,,,-73.8614,0,0,0,0,0,0,0,0,,,12:40,3750270,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,,,,,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-14T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,henry street,old fulton street               ,6:50,3750240,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11201
,10692,,,,,Unsafe Speed,Unspecified,,,,,2017-09-14T00:00:00.000,40.604313,POINT (-74.05208 40.604313),,,,,-74.05208,0,0,0,0,0,0,0,0,,,16:36,3750975,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
